generated_code,is_quality_issue,quality_info,MultipleVariableDeclarations,AvoidReassigningParameters,ForLoopCanBeForeach
"class Solution {     public int shortestSubarray(int[] nums, int k) {         int n = nums.length;         int[] prefixSum = new int[n+1];         int minLength = n+1;                  // Calculate the prefix sum         for(int i=1; i<=n; i++) {             prefixSum[i] = prefixSum[i-1] + nums[i-1];         }                  // Create a deque to store the indices         Deque<Integer> deque = new ArrayDeque<>();                  // Traverse through the prefix sum array         for(int i=0; i<=n; i++) {             // Remove the indices from the deque where (current prefix sum - deque value) is greater than or equal to k             while(!deque.isEmpty() && prefixSum[i]-prefixSum[deque.peekFirst()]>=k) {                 minLength = Math.min(minLength, i-deque.pollFirst());             }             // Remove the indices from deque where the prefix sum values are greater than the current prefix sum value             while(!deque.isEmpty() && prefixSum[i]<=prefixSum[deque.peekLast()]) {                 deque.pollLast();             }             deque.offerLast(i);         }         return (minLength==n+1) ? -1 : minLength;     } }",0,,0,0,0
"import java.util.*;  class Solution {     public int shortestPathAllKeys(String[] grid) {         int m = grid.length;         int n = grid[0].length();         int endState = 0;         int allKeys = 0;         int startX = 0, startY = 0;         int[][] directions = new int[][]{{-1,0},{1,0},{0,-1},{0,1}};         boolean[][][] visited = new boolean[m][n][64];         Queue<int[]> queue = new LinkedList<>();                  // Find the starting point and record the state of keys and locks         for (int i = 0; i < m; i++) {             for (int j = 0; j < n; j++) {                 char c = grid[i].charAt(j);                 if (c == '@') {                     startX = i;                     startY = j;                 } else if (c >= 'a' && c <= 'f') {                     allKeys |= (1 << (c - 'a'));  // Record the state of all keys                 } else if (c >= 'A' && c <= 'F') {                     endState |= (1 << (c - 'A'));  // Record the state of all locks                 }             }         }                  queue.offer(new int[]{startX, startY, 0});         visited[startX][startY][0] = true;         int step = 0;                  while (!queue.isEmpty()) {             int size = queue.size();             for (int i = 0; i < size; i++) {                 int[] curr = queue.poll();                 int x = curr[0];                 int y = curr[1];                 int state = curr[2];                                  if (state == endState) {                     return step;                 }                                  for (int[] d : directions) {                     int newX = x + d[0];                     int newY = y + d[1];                     int newState = state;                     if (newX < 0 || newX >= m || newY < 0 || newY >= n) {                         continue;                     }                                          char c = grid[newX].charAt(newY);                     if (c == '#') {                         continue;                     }                                          if (c >= 'a' && c <= 'f') {                         newState |= (1 << (c - 'a'));  // Pick up the key                     } else if (c >= 'A' && c <= 'F' && (newState & (1 << (c - 'A'))) == 0) {                         continue;  // Cannot open the lock                     }                                          if (visited[newX][newY][newState]) {                         continue;                     }                                          visited[newX][newY][newState] = true;                     queue.offer(new int[]{newX, newY, newState});                 }             }             step++;         }                  return -1;     } }",1,"864-shortest-path-to-get-all-keys/Solution.java:9:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
864-shortest-path-to-get-all-keys/Solution.java:4:	NPathComplexity:	The method 'shortestPathAllKeys(String[])' has an NPath complexity of 1952, current threshold is 200
864-shortest-path-to-get-all-keys/Solution.java:8:	UnusedLocalVariable:	Avoid unused local variables such as 'allKeys'.
864-shortest-path-to-get-all-keys/Solution.java:37:	PrematureDeclaration:	Declaration of 'x' can be moved closer to its usages
864-shortest-path-to-get-all-keys/Solution.java:38:	PrematureDeclaration:	Declaration of 'y' can be moved closer to its usages
",1,0,0
"import java.util.PriorityQueue;  class Solution {     public int minRefuelStops(int target, int startFuel, int[][] stations) {                  //Initialize variables         int currentPosition = 0;         int refuelCount = 0;         int currentFuel = startFuel;         PriorityQueue<Integer> pq = new PriorityQueue<>((a, b) -> b - a);                  //Loop through all stations         for(int i=0;i<stations.length;i++){                          int distToNext = stations[i][0] - currentPosition;             while(currentFuel < distToNext){                 //If there is not enough fuel to reach next station, use gas from the furthest station that                 //we passed earlier.                 if(pq.isEmpty()){                     return -1;                 }                 currentFuel += pq.poll();                 refuelCount++;             }                          //Go to the next station             currentFuel -= distToNext;             currentPosition = stations[i][0];             pq.offer(stations[i][1]);         }                  //After the last station, keep going until we reach the destination         while(currentPosition + currentFuel < target){             //If there is not enough fuel to reach destination, use gas from the furthest station that             //we passed earlier.             if(pq.isEmpty()){                 return -1;             }             currentFuel += pq.poll();             refuelCount++;         }                  return refuelCount;     } }",1,"871-minimum-number-of-refueling-stops/Solution.java:10:	LooseCoupling:	Avoid using implementation types like 'PriorityQueue'; use the interface instead
871-minimum-number-of-refueling-stops/Solution.java:13:	ForLoopCanBeForeach:	This for loop can be replaced by a foreach loop
",0,0,1
"class Solution {     public int nthMagicalNumber(int n, int a, int b) {         int mod = (int)1e9 + 7;         int l = 0, r = Integer.MAX_VALUE;         long lcm = 1L*a*b/gcd(a, b);         while(l + 1 < r){             int mid = (l+r)/2;             if((mid/a + mid/b - mid/lcm) < n) l = mid;             else r = mid;         }         if(l/a + l/b - l/lcm < n) return (int)(((long)l + 1L)*Math.max(a, b)%mod);         return (int)(((long)r + 1L)*Math.max(a, b)%mod);     }          public int gcd(int a, int b){         return b==0 ? a : gcd(b, a%b);     } }",1,"878-nth-magical-number/Solution.java:4:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
878-nth-magical-number/Solution.java:11:	UnnecessaryCast:	Unnecessary cast (long)
878-nth-magical-number/Solution.java:12:	UnnecessaryCast:	Unnecessary cast (long)
",1,0,0
"class Solution {     public int profitableSchemes(int n, int minProfit, int[] group, int[] profit) {         int mod = 1000000007;         int[][] dp = new int[n+1][minProfit+1];         dp[0][0] = 1;         int res = 0;         for (int k = 0; k < group.length; k++) {             int g = group[k], p = profit[k];             for (int i = n; i >= g; i--) {                 for (int j = minProfit; j >= 0; j--) {                     int currProfit = Math.min(j + p, minProfit);                     dp[i][currProfit] += dp[i-g][j];                     dp[i][currProfit] %= mod;                 }             }         }         for (int x : dp[n]) {             res += x;             res %= mod;         }         return res;     } }",1,"879-profitable-schemes/Solution.java:8:13: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
",1,0,0
"class Solution {     public int reachableNodes(int[][] edges, int maxMoves, int n) {         // Create adjacency matrix for the original graph         int[][] graph = new int[n][n];         for (int i = 0; i < edges.length; i++) {             int u = edges[i][0];             int v = edges[i][1];             int cnt = edges[i][2];             graph[u][v] = cnt + 1;             graph[v][u] = cnt + 1;         }          // Dijkstra's algorithm to find shortest paths from node 0         int[] dist = new int[n];         Arrays.fill(dist, Integer.MAX_VALUE);         dist[0] = 0;         PriorityQueue<Integer> pq = new PriorityQueue<>((u, v) -> dist[u] - dist[v]);         pq.offer(0);         while (!pq.isEmpty()) {             int u = pq.poll();             for (int v = 0; v < n; v++) {                 if (graph[u][v] > 0) { // Edge exists                     int w = graph[u][v];                     int steps = Math.max(0, maxMoves - dist[u]); // Remaining steps                     int reachable = Math.min(steps, w - 1); // Nodes reachable on this edge                     graph[u][v] -= reachable + 1;                     graph[v][u] -= reachable + 1;                     dist[v] = Math.min(dist[v], dist[u] + w);                     if (dist[v] <= maxMoves && !pq.contains(v)) {                         pq.offer(v);                     }                 }             }         }          // Count reachable nodes in the new graph         int count = 0;         for (int i = 0; i < n; i++) {             if (dist[i] <= maxMoves) {                 count++;             }             for (int j = i+1; j < n; j++) {                 if (graph[i][j] > 0 && dist[i] + dist[j] + graph[i][j] <= 2 * maxMoves) {                     count++;                 }             }         }         return count;     } }",1,"882-reachable-nodes-in-subdivided-graph/Solution.java:5:	ForLoopCanBeForeach:	This for loop can be replaced by a foreach loop
",0,0,1
"class Solution {     public int superEggDrop(int K, int N) {         int[][] dp = new int[K + 1][N + 1];         for (int i = 1; i <= N; i++) {             dp[1][i] = i;         }         for (int i = 2; i <= K; i++) {             for (int j = 1; j <= N; j++) {                 dp[i][j] = Integer.MAX_VALUE;                 for (int x = 1; x <= j; x++) {                     int res = 1 + Math.max(dp[i - 1][x - 1], dp[i][j - x]);                     dp[i][j] = Math.min(dp[i][j], res);                 }             }         }         return dp[K][N];     } }",0,,0,0,0
class Solution {          public int sumSubseqWidths(int[] nums) {         int MOD = 1000000007;                  Arrays.sort(nums);                  long sum = 0;         long mul = 1;         for(int i=0; i<nums.length; i++){             sum = (sum + (nums[i]*mul) - (nums[nums.length-i-1]*mul))%MOD;             mul = (mul*2)%MOD;         }                  return (int)((sum + MOD) % MOD);     } },1,"891-sum-of-subsequence-widths/Solution.java:12:	UselessParentheses:	Useless parentheses.
",0,0,0
"import java.util.*;  class FreqStack {     Map<Integer, Integer> freqMap;     Map<Integer, Stack<Integer>> stackMap;     int maxFreq;      public FreqStack() {         freqMap = new HashMap<>();         stackMap = new HashMap<>();         maxFreq = 0;     }      public void push(int val) {         int freq = freqMap.getOrDefault(val, 0) + 1;         freqMap.put(val, freq);          if (freq > maxFreq) {             maxFreq = freq;         }          stackMap.computeIfAbsent(freq, k -> new Stack<>()).push(val);     }      public int pop() {         int val = stackMap.get(maxFreq).pop();         freqMap.put(val, maxFreq - 1);          if (stackMap.get(maxFreq).isEmpty()) {             maxFreq--;         }          return val;     } }",1,"895-maximum-frequency-stack/FreqStack.java:4:27: Variable 'freqMap' must be private and have accessor methods. [VisibilityModifier]
895-maximum-frequency-stack/FreqStack.java:5:34: Variable 'stackMap' must be private and have accessor methods. [VisibilityModifier]
895-maximum-frequency-stack/FreqStack.java:6:9: Variable 'maxFreq' must be private and have accessor methods. [VisibilityModifier]
895-maximum-frequency-stack/FreqStack.java:8:5: Redundant 'public' modifier. [RedundantModifier]
895-maximum-frequency-stack/FreqStack.java:5:	LooseCoupling:	Avoid using implementation types like 'Stack'; use the interface instead
895-maximum-frequency-stack/FreqStack.java:5:	ReplaceVectorWithList:	Consider replacing this Vector with the newer java.util.List
895-maximum-frequency-stack/FreqStack.java:22:	ReplaceVectorWithList:	Consider replacing this Vector with the newer java.util.List
",0,0,0
"class Solution {     public String orderlyQueue(String s, int k) {         if (k > 1) {             // If k > 1, we can simply sort the characters of the string             char[] sArr = s.toCharArray();             Arrays.sort(sArr);             return new String(sArr);         } else {             // If k = 1, we need to try all possible rotations and find the lexicographically smallest one             String res = s;             for (int i = 0; i < s.length(); i++) {                 String temp = s.substring(i) + s.substring(0, i);                 if (temp.compareTo(res) < 0) {                     res = temp;                 }             }             return res;         }     } }",1,"899-orderly-queue/Solution.java:7:	StringInstantiation:	Avoid instantiating String objects; this is usually unnecessary.
",0,0,0
"class Solution {     public int atMostNGivenDigitSet(String[] digits, int n) {         String strN = String.valueOf(n);         int nDigits = strN.length();         int ans = 0;         for (int i = 1; i < nDigits; i++) {             ans += Math.pow(digits.length, i);         }         for (int i = 0; i < nDigits; i++) {             boolean haveSameNum = false;             for (String digit : digits) {                 if (digit.charAt(0) < strN.charAt(i)) {                     ans += Math.pow(digits.length, nDigits - i - 1);                 } else if (digit.charAt(0) == strN.charAt(i)) {                     haveSameNum = true;                 }             }             if (!haveSameNum) {                 return ans;             }         }         return ans + 1;     } }",0,,0,0,0
class Solution {     public int numPermsDISequence(String s) {         int n = s.length();         int mod = (int)1e9 + 7;         int[][] dp = new int[n+1][n+1];         for (int i = 0; i <= n; i++) {             dp[0][i] = 1;         }         for (int i = 0; i < n; i++) {             if (s.charAt(i) == 'D') {                 int sum = 0;                 for (int j = n-i-1; j >= 0; j--) {                     sum = (sum + dp[i][j+1]) % mod;                     dp[i+1][j] = sum;                 }             } else {                 int sum = 0;                 for (int j = 0; j <= i+1; j++) {                     sum = (sum + dp[i][j]) % mod;                     dp[i+1][j] = sum;                 }             }          }         return dp[n][0];     } },0,,0,0,0
"class Solution {     public int superpalindromesInRange(String left, String right) {         long l = Long.parseLong(left);         long r = Long.parseLong(right);         int ans = 0;          for (int i = 1; i < 10; i++) {             if (isPalindrome(i * i) && i * i >= l && i * i <= r) {                 ans += 1;             }         }         for (int i = 1; i < 10000; i++) {             String s = Integer.toString(i);             StringBuilder rev = new StringBuilder(s).reverse();             long num = Long.parseLong(s + rev.toString());             long square = num * num;             if (square > r) {                 break;             }             if (square >= l && isPalindrome(square)) {                 ans += 1;             }         }         for (int i = 1; i < 10000; i++) {             String s = Integer.toString(i);             StringBuilder rev = new StringBuilder(s).reverse();             long num = Long.parseLong(s + rev.toString().substring(1));             long square = num * num;             if (square > r) {                 break;             }             if (square >= l && isPalindrome(square)) {                 ans += 1;             }         }          return ans;     }      public boolean isPalindrome(long n) {         String s = Long.toString(n);         String rev = new StringBuilder(s).reverse().toString();         return s.equals(rev);     } }",1,"906-super-palindromes/Solution.java:2:	NPathComplexity:	The method 'superpalindromesInRange(String, String)' has an NPath complexity of 245, current threshold is 200
",0,0,0
"class Solution {     public int catMouseGame(int[][] graph) {         int n = graph.length;         int[][][] dp = new int[n][n][2];                  // Initialization         for (int i = 0; i < n; i++) {             for (int j = 0; j < n; j++) {                 dp[i][j][0] = 2;                 dp[i][j][1] = 2;                 // There is only one way to win - (m, c, t) = (0, 0, 1) - when Mouse is at the Hole                 if (i == 0) {                     dp[i][j][0] = 0;                     dp[i][j][1] = 0;                 }                 // If Mouse and Cat are in the same position, Cat wins                 if (i == j) {                     dp[i][j][0] = 1;                     dp[i][j][1] = 1;                 }             }         }                  // The first move should be forced - Mouse goes to 0 and Cat can't go to 0         for (int j = 1; j < n; j++) {             dp[0][j][1] = 0;             dp[0][j][0] = 0;         }                  // DP loop         boolean hasChanged = true;         while (hasChanged) {             hasChanged = false;             for (int m = 1; m < n; m++) {                 for (int c = 1; c < n; c++) {                     for (int t = 0; t < 2; t++) {                         // Skip positions that have already been determined                         if (dp[m][c][t] != 2) continue;                                                  // Check if there is a winning strategy for Mouse                         boolean mouseWin = false;                         for (int next : graph[m]) {                             if (dp[next][c][t] == 0) {                                 // If Mouse can go to a winning position, Mouse wins                                 dp[m][c][t] = 0;                                 hasChanged = true;                                 mouseWin = true;                                 break;                             } else if (dp[next][c][t] == 2) {                                 // If Mouse can go to an undecided position, needs further check                                 mouseWin = true;                             }                         }                         // Check if there is a winning strategy for Cat                         boolean catWin = false;                         for (int next : graph[c]) {                             // Cat can't go to 0                             if (next == 0) continue;                             if (dp[m][next][t ^ 1] == 1) {                                 // If Cat can go to a losing position, Cat wins                                 dp[m][c][t] = 1;                                 hasChanged = true;                                 catWin = true;                                 break;                             } else if (dp[m][next][t ^ 1] == 2) {                                 catWin = true;                             }                         }                         // If there is no winning strategy for either player, it's a draw                         if (!mouseWin) {                             dp[m][c][t] = 1;                             hasChanged = true;                         } else if (!catWin) {                             dp[m][c][t] = 0;                             hasChanged = true;                         }                     }                 }             }         }                  return dp[1][2][0];     } }",1,"913-cat-and-mouse/Solution.java:2:	NPathComplexity:	The method 'catMouseGame(int[][])' has an NPath complexity of 2064, current threshold is 200
913-cat-and-mouse/Solution.java:70:	ConfusingTernary:	Avoid if (x != y) ..; else ..;
",0,0,0
"class Solution {     public int numMusicPlaylists(int n, int goal, int k) {         int mod = 1000000007;                  long[][] dp = new long[goal + 1][n + 1];         dp[0][0] = 1;                  for (int i = 1; i <= goal; i++) {             for (int j = 1; j <= n; j++) {                 dp[i][j] += dp[i - 1][j - 1] * (n - j + 1);                 dp[i][j] += dp[i - 1][j] * Math.max(j - k, 0);                 dp[i][j] %= mod;             }         }                  return (int) dp[goal][n];     } }",0,,0,0,0
"class Solution {     public int minMalwareSpread(int[][] graph, int[] initial) {         int n = graph.length;                  // Use the upper bound for initial count of affected nodes         // Set infected[i] to 0 if it is not in initial, to 1 if it is         int[] infected = new int[n];         for(int i: initial) infected[i] = 1;                  // Use dfs to traverse the graph and count the number of connected infected nodes         int[] count = new int[n];         for(int i: initial) {             boolean[] visited = new boolean[n];             dfs(graph, i, visited, count, infected);         }                  // Find the node that will minimize M(initial)         int minNode = initial[0];         int maxCount = 0;         for(int i: initial) {             if(count[i] == 1 && infected[i] == 1) { // If the node is only infected by one initial node                 return i;             } else if(count[i] > maxCount) {                 maxCount = count[i];                 minNode = i;             }         }         return minNode;     }          private void dfs(int[][] graph, int node, boolean[] visited, int[] count, int[] infected) {         if(visited[node]) return;         visited[node] = true;                  for(int i = 0; i < graph[node].length; i++) {             if(graph[node][i] == 1) {                 count[i]++;                 if(infected[i] == 1) dfs(graph, i, visited, count, infected);             }         }     } }",0,,0,0,0
"class Solution {     public int[] threeEqualParts(int[] arr) {         int[] result = {-1,-1};                  // Get the count of 1's in the given array         int totalOnes = 0;         for(int i=0;i<arr.length;i++){             if(arr[i] == 1){                 totalOnes += 1;             }         }                  // If there are no 1's or number of 1's is not divisible by 3 then cannot be divided into 3 parts         if(totalOnes == 0){             return new int[]{0,arr.length-1};         }         else if(totalOnes % 3 != 0){             return result;         }                  // Get the number of 1's in each part         int onesInEachPart = totalOnes / 3;                  // Find the positions of the first and second part         int firstPartEnd = getPartEnd(arr, onesInEachPart, 0);         int secondPartEnd = getPartEnd(arr, onesInEachPart, firstPartEnd+1);                  // If the third part doesn't end at the end of the array, not possible to divide into three parts         if(thirdPartEnd(arr, onesInEachPart, secondPartEnd+1) != arr.length-1){             return result;         }                  // Skip the leading zeros for all 3 parts         int i = skipLeadingZeros(arr, 0, firstPartEnd);         int j = skipLeadingZeros(arr, firstPartEnd+1, secondPartEnd);         int k = skipLeadingZeros(arr, secondPartEnd+1, arr.length-1);                  // Compare the three parts to see if they are equal         while(i <= firstPartEnd && j <= secondPartEnd && k <= arr.length-1){             if(arr[i] != arr[j] || arr[j] != arr[k]){                 return result;             }             i++;             j++;             k++;         }                  return new int[]{firstPartEnd, secondPartEnd+1};     }          // Returns the index of the end of the current part with onesInEachPart number of 1's     public int getPartEnd(int[] arr, int onesInEachPart, int startIndex){         int countOnes = 0;         for(int i=startIndex;i<arr.length;i++){             if(arr[i] == 1){                 countOnes += 1;             }             if(countOnes == onesInEachPart){                 return i;             }         }         return -1;     }          // Returns the index of the end of the third part with onesInEachPart number of 1's     public int thirdPartEnd(int[] arr, int onesInEachPart, int startIndex){         return getPartEnd(arr, onesInEachPart, startIndex);     }          // Skips the leading zeros and returns the index of the first non-zero element     public int skipLeadingZeros(int[] arr, int startIndex, int endIndex){         while(startIndex <= endIndex && arr[startIndex] == 0){             startIndex++;         }         return startIndex;     } }",1,"927-three-equal-parts/Solution.java:16:9: '}' at column 9 should be on the same line as the next part of a multi-block statement (one that directly contains multiple blocks: if/else-if/else, do/while or try/catch/finally). [RightCurly]
927-three-equal-parts/Solution.java:7:	ForLoopCanBeForeach:	This for loop can be replaced by a foreach loop
927-three-equal-parts/Solution.java:73:	AvoidReassigningParameters:	Avoid reassigning parameters such as 'startIndex'
",0,1,1
"class Solution {     public int minMalwareSpread(int[][] graph, int[] initial) {         int n = graph.length;         Set<Integer> initialSet = new HashSet<>(); // To have a constant time check for initial nodes         for(int node : initial) initialSet.add(node);                  int minNode = -1, minInfect = n;         for(int node : initial) {             int count = 0;             boolean[] visited = new boolean[n];             for(int i = 0; i < n; i++) { // Remove the node and connections                 if(i == node || !initialSet.contains(i)) continue;                 if(graph[node][i] == 1) {                     graph[node][i] = 0;                     graph[i][node] = 0;                 }             }             for(int i = 0; i < n; i++) { // Count the total infection from the nodes                 if(!initialSet.contains(i)) continue;                 if(!visited[i]) {                     count++;                     dfs(i, graph, visited);                 }             }             if(count < minInfect || (count == minInfect && node < minNode)) {                 minNode = node;                 minInfect = count;             }             for(int i = 0; i < n; i++) { // Restore the connections again                 if(i == node || !initialSet.contains(i)) continue;                 if(graph[node][i] == 0) {                     graph[node][i] = 1;                     graph[i][node] = 1;                 }             }         }         return minNode;     }          private void dfs(int curr, int[][] graph, boolean[] visited) {         visited[curr] = true;         for(int i = 0; i < graph.length; i++) {             if(graph[curr][i] == 1 && !visited[i]) {                 dfs(i, graph, visited);             }         }     } }",1,"928-minimize-malware-spread-ii/Solution.java:7:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
928-minimize-malware-spread-ii/Solution.java:2:	NPathComplexity:	The method 'minMalwareSpread(int[][], int[])' has an NPath complexity of 1962, current threshold is 200
",1,0,0
"class Solution {     public int[] movesToStamp(String stamp, String target) {         int sLen = stamp.length(), tLen = target.length();         boolean[] visited = new boolean[tLen];         int[] ans = new int[tLen];         List<Integer> stamped = new ArrayList<>();         int stampedCount = 0;         while (stampedCount < tLen) {             boolean doneStamping = false;             for (int i = 0; i <= tLen - sLen; i++) {                 if (!visited[i] && canStamp(target, i, stamp)) {                     stampedCount = doStamp(target, i, sLen, stampedCount, visited);                     ans[stampedCount - 1] = i;                     doneStamping = true;                     if (stampedCount == tLen) break;                 }             }             if (!doneStamping) return new int[0];         }         reverse(ans, 0, stampedCount);         return ans;     }      private boolean canStamp(String target, int startIdx, String stamp) {         for (int i = 0; i < stamp.length(); i++) {             if (target.charAt(startIdx + i) != '*' && target.charAt(startIdx + i) != stamp.charAt(i)) {                 return false;             }         }         return true;     }      private int doStamp(StringBuilder target, int startIdx, int sLen, int stampedCount, boolean[] visited) {         for (int i = 0; i < sLen; i++) {             if (target.charAt(startIdx + i) != '*') {                 target.setCharAt(startIdx + i, '*');                 stampedCount++;                 visited[startIdx + i] = true;             }         }         return stampedCount;     }      private void reverse(int[] ans, int start, int end) {         for (int i = start, j = end - 1; i < j; i++, j--) {             int temp = ans[i];             ans[i] = ans[j];             ans[j] = temp;         }     } }",1,"936-stamping-the-sequence/Solution.java:3:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
936-stamping-the-sequence/Solution.java:6:	UnusedLocalVariable:	Avoid unused local variables such as 'stamped'.
936-stamping-the-sequence/Solution.java:33:	UnusedPrivateMethod:	Avoid unused private methods such as 'doStamp(StringBuilder, int, int, int, boolean[])'.
936-stamping-the-sequence/Solution.java:37:	AvoidReassigningParameters:	Avoid reassigning parameters such as 'stampedCount'
936-stamping-the-sequence/Solution.java:45:	ForLoopVariableCount:	Too many control variables in the for statement
",1,1,0
"class Solution {     public int distinctSubseqII(String s) {         int n = s.length();         int[] dp = new int[n+1];   // dp[i] stores the number of distinct subsequences of s[0:i-1]         int[] last = new int[26];  // last[i] stores the index of the last occurrence of character ('a'+i) in s                  Arrays.fill(last, -1);         dp[0] = 1;  // empty sequence                  int MOD = (int) 1e9 + 7;         for (int i = 1; i <= n; i++) {             dp[i] = (2 * dp[i-1]) % MOD;  // the two cases: include s[i-1] or not             int j = last[s.charAt(i-1) - 'a'];             if (j != -1) {                 dp[i] = (dp[i] - dp[j-1] + MOD) % MOD;  // subtract the subsequences that contain duplicates             }             last[s.charAt(i-1) - 'a'] = i-1;  // update the index of the last occurrence of s[i-1]         }                  return dp[n] - 1;   // exclude the empty sequence     } }",1,"940-distinct-subsequences-ii/Solution.java:12:	UselessParentheses:	Useless parentheses.
",0,0,0
"class Solution {     public String shortestSuperstring(String[] words) {         int n = words.length;         String[] dp = new String[1 << n];         Arrays.fill(dp, """");                  for (int i = 0; i < n; i++) {             dp[1 << i] = words[i]; // each string itself can be the smallest string         }                  for (int mask = 1; mask < (1 << n); mask++) {             if (dp[mask].equals("""")) { // check if the string for the mask is not set previously                 for (int i = 0; i < n; i++) {                     if (((mask >> i) & 1) == 1) { // check if the current word is already present in the mask                         continue;                     }                                          String curr = words[i];                     String prev = dp[mask ^ (1 << i)]; // get the previously computed string for the mask without the current word                                          int overlap = getOverlap(curr, prev);                     if (dp[mask].equals("""") || dp[mask].length() > prev.length() + curr.length() - overlap) {                         dp[mask] = prev + curr.substring(overlap);                     }                 }             }         }                  return dp[(1 << n) - 1];     }          private int getOverlap(String a, String b) {         int n = a.length();         int m = b.length();                  for (int i = Math.max(1, n - m); i < n; i++) {             boolean flag = true;             for (int j = 0; j < n - i; j++) {                 if (a.charAt(j + i) != b.charAt(j)) {                     flag = false;                     break;                 }             }             if (flag) {                 return n - i;             }         }                  return 0;     } }",1,"943-find-the-shortest-superstring/Solution.java:7:	AvoidArrayLoops:	Arrays.copyOf or System.arraycopy are more efficient
943-find-the-shortest-superstring/Solution.java:12:	LiteralsFirstInComparisons:	Position literals first in String comparisons
943-find-the-shortest-superstring/Solution.java:22:	LiteralsFirstInComparisons:	Position literals first in String comparisons
",0,0,0
"class Solution {     public int largestComponentSize(int[] nums) {         int maxNum = 0;         for (int num : nums) {             maxNum = Math.max(maxNum, num);         }         int[] parent = new int[maxNum + 1];         for (int i = 1; i <= maxNum; i++) {             parent[i] = i;         }         for (int num : nums) {             int root = (int) Math.sqrt(num);             for (int i = 2; i <= root; i++) {                 if (num % i == 0) {                     union(parent, num, i);                     union(parent, num, num / i);                 }             }         }         Map<Integer, Integer> count = new HashMap<>();         int max = 1;         for (int num : nums) {             int root = find(parent, num);             int value = count.compute(root, (k, v) -> v == null ? 1 : v + 1);             max = Math.max(max, value);         }         return max;     }          private void union(int[] parent, int x, int y) {         parent[find(parent, x)] = parent[find(parent, y)];     }          private int find(int[] parent, int x) {         if (parent[x] == x) {             return x;         }         parent[x] = find(parent, parent[x]);         return parent[x];     } }",0,,0,0,0
"class Solution {     public int tallestBillboard(int[] rods) {         int n = rods.length;         int[] dp = new int[5001];         Arrays.fill(dp, -1000);         dp[0] = 0;         for(int i=0; i<n; i++) {             int[] cur = dp.clone();             for(int j=0; j<=5000; j++) {                 if(dp[j] == -1000) continue;                 cur[j + rods[i]] = Math.max(cur[j + rods[i]], dp[j]);                 cur[Math.abs(j-rods[i])] = Math.max(cur[Math.abs(j-rods[i])], dp[j] + Math.min(j, rods[i]));             }             dp = cur;         }         return dp[0];     } }",0,,0,0,0
class Solution {     public int minDeletionSize(String[] strs) {         int deletionSize = 0;         for (int i = 0; i < strs[0].length(); i++) {             for (int j = 1; j < strs.length; j++) {                 if (strs[j-1].charAt(i) > strs[j].charAt(i)) {                     deletionSize++;                     break;                 }             }         }         return deletionSize;     } },0,,0,0,0
"class Solution {     public int leastOpsExpressTarget(int x, int target) {         int pos = 0, neg = 0, k = 0, pos_prev, neg_prev;         while (target > 0) {             int q = target % x;             target /= x;             if (k > 0) {                 pos_prev = Math.min(q * k + pos, (q + 1) * k + neg);                 neg_prev = Math.min((x - q) * k + pos, (x - q - 1) * k + neg);                 pos = pos_prev;                 neg = neg_prev;             } else {                 pos = q * 2;                 neg = (x - q) * 2;             }             k++;         }         return Math.min(pos, k + neg - 1);     } }",1,"964-least-operators-to-express-number/Solution.java:3:9: Each variable declaration must be in its own statement. [MultipleVariableDeclarations]
964-least-operators-to-express-number/Solution.java:6:	AvoidReassigningParameters:	Avoid reassigning parameters such as 'target'
",1,1,0
"/**  * Definition for a binary tree node.  * public class TreeNode {  *     int val;  *     TreeNode left;  *     TreeNode right;  *     TreeNode() {}  *     TreeNode(int val) { this.val = val; }  *     TreeNode(int val, TreeNode left, TreeNode right) {  *         this.val = val;  *         this.left = left;  *         this.right = right;  *     }  * }  */ class Solution {     private int count = 0;     public int minCameraCover(TreeNode root) {         if (dfs(root) == 0) count++;         return count;     }          private int dfs(TreeNode root) {         if (root == null) return 2;         int left = dfs(root.left);         int right = dfs(root.right);         if (left == 0 || right == 0) {             count++;             return 1;         }         if (left == 1 || right == 1) {             return 2;         } else {             return 0;         }     } }",0,,0,0,0
"import java.math.BigDecimal;  class Solution {     public boolean isRationalEqual(String s, String t) {         BigDecimal num1 = convertToDecimal(s);         BigDecimal num2 = convertToDecimal(t);         return num1.compareTo(num2) == 0;     }          private BigDecimal convertToDecimal(String s) {         if (s.indexOf('(') == -1) {             return new BigDecimal(s);         }         String[] parts = s.split(""\\(|\\)"");         String nonRepeatingPart = parts[0] + (parts.length == 2 ? parts[1] : """");         String repeatingPart = parts.length == 3 ? parts[2] : """";         String fullNumber = nonRepeatingPart + repeatingPart.repeat(20 / repeatingPart.length() + 1);         BigDecimal result = new BigDecimal(fullNumber.substring(0, 20 + nonRepeatingPart.length()) + "".""                                              + fullNumber.substring(20 + nonRepeatingPart.length()));         return result.stripTrailingZeros();     } }",0,,0,0,0
